variant,use_cot,log_odds,label_yes,prob_yes
plain,True,-1.3532282427755937,0,0.20534309473398352
plain,True,-0.11165828960733844,1,0.4721143937338746
plain,True,-0.38393579673657774,0,0.4051779825661901
plain,True,-0.48676338898962307,1,0.3806563263463383
plain,True,-0.7615953191149106,1,0.31830000541720294
plain,True,-1.3415492943232472,0,0.20725539312832272
plain,True,-0.8401594605119316,0,0.30150120083348775
plain,True,-0.5728057018054414,1,0.36058967617957
plain,True,-0.9275895992211955,0,0.2834139883385737
plain,True,-1.7806034380439903,0,0.14422863771023253
plain,True,-1.6791213581782007,0,0.15721185060209947
plain,True,-1.1790023213628462,0,0.23523162892535374
plain,True,-1.4898860600016925,1,0.1839388298054035
plain,True,-1.3353731315756459,1,0.20827197513125742
plain,True,-1.2743826572263877,0,0.21850793659953247
plain,True,-0.8624675930966387,1,0.2968240526894373
plain,True,-0.5551398705750403,1,0.36467274393513427
plain,True,-2.2408572802508298,1,0.09614102003999428
plain,True,-1.8641031561223842,0,0.13422551214757789
plain,True,-1.5016877245411264,1,0.18217394058182626
plain,True,-1.0533159463697892,0,0.25858885665719655
plain,True,-1.7767377517762588,0,0.14470642325922475
plain,True,-1.7751372664254939,0,0.14490462235035265
plain,True,-1.1445176572301394,1,0.24149187954237422
plain,True,-1.8629414657156473,0,0.13436056842845964
plain,True,-1.8648859076508497,0,0.13413457539718512
plain,True,-1.2901704691090472,0,0.21582395855483655
plain,True,-1.0902950978886292,1,0.25156271360948984
plain,True,-1.626555581450435,0,0.16430275855683893
plain,True,-0.5459123283035107,0,0.36681329902307036
plain,True,-2.347081706122556,1,0.08729801367439516
plain,True,-1.1819191964898368,1,0.23470729508342314
plain,True,-1.0549307654961602,0,0.2582793831796635
plain,True,-1.9543337323570795,0,0.12408157716128804
plain,True,-0.8359506550529527,0,0.30238830761727914
plain,True,-1.0707852582923192,1,0.2552537784437702
plain,True,-1.6084118294377625,0,0.1668092269409858
plain,True,-2.0292683710333774,1,0.11616401727790496
plain,True,-0.8262882702010649,0,0.304430467432884
plain,True,-1.8769502165245568,0,0.13273957086068863
plain,True,-2.010255824322481,1,0.11813032456586871
plain,True,-1.4298315990540589,0,0.19312492440717297
plain,True,-2.619152656714795,1,0.06791591360424658
plain,True,-1.1443163764161484,0,0.2415287507823401
plain,True,-1.5054821983031639,1,0.18160929648104612
plain,True,-1.2118807927305744,0,0.22936843554178613
plain,True,-1.9868884243794864,0,0.12058644123989104
plain,True,-1.4251743006250572,1,0.19385169785093506
plain,True,-1.912203497265895,1,0.12873350302219427
plain,True,-1.2093119051957257,1,0.22982282404481655
plain,True,-1.5903290583501635,0,0.16933760576658805
plain,True,-1.0221857949514621,1,0.2646018529057434
plain,True,-1.8413493406356303,0,0.13689178657991616
plain,True,-1.808986542047474,1,0.14076065590750053
plain,True,-1.0043570704739357,1,0.2680856322305914
plain,True,-1.0663250642460516,1,0.25610258331354085
plain,True,-0.6397037237212634,1,0.34531351612170835
plain,True,-1.376950277485031,0,0.20149924519484494
plain,True,-2.093930009145252,0,0.10968819354486083
plain,True,-1.0277950852393205,0,0.26351179612789144
plain,True,-1.0678213557446505,0,0.2558176228070804
plain,True,-1.6876800602954396,1,0.15608117846263628
plain,True,-1.040724185633989,0,0.26101028598077264
plain,True,-2.2873712331943143,1,0.09217428466902601
plain,True,-1.9257652675072454,0,0.12722004227564426
plain,True,-1.1230361138867442,0,0.24544854997802248
plain,True,-2.574005026978132,1,0.07083026639838644
plain,True,-0.7243716262701622,1,0.32643104840544035
plain,True,-2.1364358285562957,0,0.10560556339709624
plain,True,-2.2764601149813797,0,0.09309137906724808
plain,True,-1.5181563671506668,0,0.17973316416754037
plain,True,-1.7533282997154587,0,0.14762789372937182
plain,True,-1.7214284504813073,0,0.1516872616993409
plain,True,-0.8971858290510535,1,0.28962915350605944
plain,True,-1.511562389384457,0,0.18070736254402642
plain,True,-1.2928503890431065,1,0.21537074367156986
plain,True,-1.6142862790912198,0,0.16599437023888122
plain,True,-0.6018373753945011,0,0.3539234438278918
plain,True,-0.8330002683256055,0,0.30301105320160376
plain,True,-1.4670306427366706,0,0.18739436124515865
plain,True,-1.6141948334435774,0,0.16600703038289719
plain,True,-0.9571805687801546,1,0.27744304693879684
plain,True,-1.6085034724376766,0,0.1667964904275616
plain,True,-1.520616394871627,0,0.1793707700626502
plain,True,-1.4807502891788031,0,0.18531411929205913
plain,True,-1.0970783828568462,0,0.2502877176161293
plain,True,-1.834991149355822,0,0.1376447581578967
plain,True,-1.3145806202949384,1,0.21172135008194
plain,True,-1.1733098114608433,1,0.23625724144917695
plain,True,-1.7310780910438974,1,0.15044973202520223
plain,True,-1.362213880148277,1,0.20388072434372395
plain,True,-0.9546325934973705,0,0.2779541250140601
anchored,True,-1.894153274383537,0,0.13077164059422688
anchored,True,-2.6379883080111277,0,0.06673321438788739
anchored,True,-1.9829192471951405,1,0.1210079883087275
anchored,True,-1.9793604646266452,1,0.12138702924410272
anchored,True,-2.448831302103884,0,0.07952405581853404
anchored,True,-2.2032752928135713,0,0.0994567520798879
anchored,True,-1.9295574521648062,0,0.12679957156363833
anchored,True,-2.236248640362789,0,0.09654224735054179
anchored,True,-2.6372662049045634,0,0.06677820096442119
anchored,True,-2.510778170544529,0,0.07510603589627991
anchored,True,-2.2878133206314306,0,0.09213729826332495
anchored,True,-1.6137114068910763,1,0.16607397096581628
anchored,True,-1.7375232442441984,1,0.1496278018573467
anchored,True,-1.7484861802277416,0,0.1482382366942371
anchored,True,-1.424108349054749,1,0.19401833189554377
anchored,True,-1.8276507752546352,1,0.13851837059683225
anchored,True,-2.206297508345065,0,0.09918639450500935
anchored,True,-1.5127999594809616,1,0.18052420994972465
anchored,True,-2.1055757346469575,0,0.10855606932135835
anchored,True,-2.638049449235514,0,0.06672940661987689
anchored,True,-1.4775793547368652,1,0.18579332190220688
anchored,True,-1.8249392317038724,0,0.13884225915441345
anchored,True,-2.240667529613048,1,0.09615751024018898
anchored,True,-2.2904400549321084,0,0.09191781242080363
anchored,True,-2.047294028174765,0,0.11432609036035911
anchored,True,-1.728880573791386,0,0.15073082264074852
anchored,True,-1.4843087011237164,1,0.1847774973555191
anchored,True,-2.58085443620897,1,0.07038080687155358
anchored,True,-2.5225857699716223,1,0.07428992349335711
anchored,True,-2.605576576524062,0,0.06878038255993879
anchored,True,-2.0478515375738144,0,0.11426965152866445
anchored,True,-2.724295680834328,0,0.061554854731412416
anchored,True,-1.8295598571733604,0,0.13829071505584006
anchored,True,-2.3318848526986953,1,0.08851647288402643
anchored,True,-1.8232922592014893,1,0.13903929672040383
anchored,True,-1.6974179633896853,0,0.15480279485463258
anchored,True,-1.7290374010185077,0,0.15071074812365154
anchored,True,-2.7101034406592177,0,0.06237980101076166
anchored,True,-2.0156243843541946,1,0.11757219741811557
anchored,True,-2.1710451775874104,1,0.10238094265499957
anchored,True,-1.9621313218356868,1,0.12323657470386824
anchored,True,-2.568194990610061,0,0.07121359905438643
anchored,True,-1.6090460062223004,0,0.16672110519587469
anchored,True,-1.2393499118630673,1,0.2245491632512979
anchored,True,-1.8848432381277984,1,0.1318335590182179
anchored,True,-2.016113862145164,1,0.11752142410388573
anchored,True,-2.138345535229556,0,0.10542532162735313
anchored,True,-2.172363840332134,1,0.10225982227906975
anchored,True,-2.1387998569882534,0,0.10538248184865961
anchored,True,-1.464215976812888,0,0.18782334931444217
anchored,True,-1.826106353260815,1,0.13870277097701075
anchored,True,-2.3306722611217587,0,0.0886143551847063
anchored,True,-2.1064898626298216,0,0.10846763929799622
anchored,True,-2.2331417696204148,1,0.09681357422657931
anchored,True,-0.8614047390684703,0,0.29704593898202075
anchored,True,-2.382327238694245,0,0.08453029831561976
anchored,True,-2.1668771651887946,1,0.10276461447833055
anchored,True,-1.9605245595518161,0,0.12341028940239164
anchored,True,-3.037902253601162,0,0.04574265075520515
anchored,True,-2.669571102481113,1,0.06479295272674196
anchored,True,-1.7313437704557906,0,0.15041577746824594
anchored,True,-2.2600850398508667,1,0.09448309302652699
anchored,True,-1.8577558302867372,1,0.13496484270221726
anchored,True,-2.0869780833744036,1,0.11036894003938903
anchored,True,-2.131074850316308,0,0.10611299569602424
anchored,True,-1.7923809575808565,0,0.14278105913251615
anchored,True,-1.6438053517565472,0,0.16194793258147214
anchored,True,-2.2923702263940227,1,0.09175682992850523
anchored,True,-3.1335718989739143,0,0.0417434935161978
anchored,True,-0.9546201070279047,1,0.2779566310008565
anchored,True,-2.3067448364705654,1,0.09056589497242858
anchored,True,-1.7316858525428303,1,0.1503720677277887
anchored,True,-2.4451380598053563,0,0.07979482125142973
anchored,True,-0.7640434473407809,1,0.3177690344942693
anchored,True,-2.382889318066532,0,0.0844868120008084
anchored,True,-2.728880438975579,0,0.061290544030383885
anchored,True,-1.7287243792518605,0,0.15075081835727275
anchored,True,-2.2601451839737505,1,0.09447794745915368
anchored,True,-1.3864625091679175,1,0.19997309766945137
anchored,True,-2.198110480260272,1,0.09992029698570139
anchored,True,-2.255109106323742,0,0.09490967407104324
anchored,True,-2.2045596863665637,0,0.0993417744011346
anchored,True,-1.5711965278662554,1,0.1720458841204193
anchored,True,-2.1196641926960464,0,0.10720020580088459
anchored,True,-2.138150196715972,0,0.10544374558334886
anchored,True,-2.6715579815842827,0,0.06467266218845157
anchored,True,-1.855409993680821,0,0.13523895216122897
anchored,True,-1.5412403839806366,0,0.17635503179120987
anchored,True,-2.483221655945119,0,0.07704280678123313
anchored,True,-1.9807836606645834,0,0.1212353240000065
anchored,True,-2.2671201557200784,1,0.09388291109424468
anchored,True,-1.5877381533072732,0,0.16970236092609253
anchored,True,-1.9807552188241526,0,0.12123835415011085
anchored,True,-2.12007001807643,1,0.10716137112592986
anchored,True,-2.380761594241105,0,0.08465153443394895
anchored,True,-2.4208631114494557,1,0.08159555249678212
anchored,True,-1.91782378042708,1,0.12810443965855753
anchored,True,-2.1011650449632695,0,0.1089836365536556
anchored,True,-1.8527037763083214,0,0.13555575512967177
anchored,True,-1.8226056104480328,1,0.13912151401185602
anchored,True,-2.6707926111134683,1,0.0647189749601595
anchored,True,-3.1040188715183277,0,0.042941784489846174
anchored,True,-2.602612207048743,1,0.06897049223910806
anchored,True,-1.1396131705378074,1,0.2423913904303499
anchored,True,-1.9161242343327882,1,0.12829438824886794
anchored,True,-2.6656259120992245,1,0.06503242170304568
anchored,True,-2.947952068341736,1,0.049833391824746734
anchored,True,-2.485888554537455,1,0.07685338483295226
anchored,True,-2.2913831764519594,0,0.09183912137014114
anchored,True,-1.6746039713638856,1,0.15781131482616284
anchored,True,-1.8361501336120463,0,0.1375072460235792
anchored,True,-1.3916185069525349,1,0.19914949713622632
anchored,True,-1.6431837023198914,1,0.1620323210716701
anchored,True,-2.7297595527343086,0,0.06123998459054157
anchored,True,-1.3901506941828974,0,0.1993837004705592
anchored,True,-1.5856616369236258,1,0.16999514999885906
anchored,True,-1.5125794789293483,0,0.18055682908603993
anchored,True,-2.5752071807267134,0,0.07075118945282091
anchored,True,-2.291599963388289,0,0.09182104192118097
anchored,True,-2.2903915478052546,0,0.09192186133883835
anchored,True,-2.1043847412404504,1,0.10867137746126289
anchored,True,-2.040573213533993,1,0.11500837666451423
anchored,True,-2.3223361744891147,0,0.08928990575814934
anchored,True,-2.0146915690539737,1,0.11766901057971081
anchored,True,-1.417316327750367,1,0.19508264351006926
anchored,True,-3.1499335737943093,1,0.041093895657758416
anchored,True,-2.506074792760738,0,0.07543341022840953
anchored,True,-2.3264097844815734,1,0.08895920486831577
anchored,True,-1.7887379465179818,0,0.1432275246326421
anchored,True,-1.8841103259342276,0,0.13191746600042217
anchored,True,-2.166086263535662,0,0.10283756172704173
anchored,True,-2.286944877992479,1,0.09220996750281212
anchored,True,-2.6660408816810697,0,0.06500719477592717
anchored,True,-2.3549538577670672,0,0.08667281808992726
anchored,True,-2.5160287485089006,0,0.07474211658955096
anchored,True,-1.9262403344196988,1,0.12716730251299407
anchored,True,-2.1989657928285564,0,0.09984339971519195
anchored,True,-1.1676845667407856,0,0.23727376469250103
anchored,True,-2.7128291715328468,1,0.06222056697160408
anchored,True,-2.512403042660476,1,0.07499324185858472
anchored,True,-1.1658612001974207,0,0.23760390637810816
anchored,True,-2.5093897675574905,0,0.07520253838900612
anchored,True,-2.2340083437650637,0,0.09673782684169703
anchored,True,-2.3591487294925453,1,0.08634132460408918
anchored,True,-2.103251671373615,0,0.10878117744566014
anchored,True,-2.6347262429839926,1,0.06693666280934156
anchored,True,-1.81983362744957,0,0.13945383754563556
anchored,True,-2.9155816650174184,0,0.05138865889154788
anchored,True,-2.43204901679305,1,0.0807612198435456
anchored,True,-2.045927619870048,0,0.114464519830637
anchored,True,-3.3854493865759956,1,0.03275331504510685
anchored,True,-2.2994554638651565,0,0.09116806930392496
anchored,True,-2.1106295828268133,1,0.10806796674985418
anchored,True,-1.8016216108235232,0,0.14165378190563013
anchored,True,-2.4466898614541623,0,0.07968095044381886
anchored,True,-2.038697589085625,1,0.11519941833557941
anchored,True,-2.8960074320500193,1,0.05235128323373238
anchored,True,-2.325894896923494,1,0.08900094300227573
anchored,True,-1.9210929170273583,0,0.12773974143802347
anchored,True,-1.8883404332024312,1,0.13143380800737722
anchored,True,-2.8228482318989863,0,0.05610191606940657
anchored,True,-2.243130743018547,1,0.0959436421536632
anchored,True,-1.9813438790540083,1,0.1211756524973749
anchored,True,-1.6187811915100079,1,0.1653730273724257
anchored,True,-1.550622331302524,1,0.17499640236419645
anchored,True,-2.3536686062977727,0,0.08677461348237912
anchored,True,-2.413071995606976,0,0.08218130744404376
anchored,True,-1.7703667123488354,0,0.1454967306050509
anchored,True,-1.8567261261020012,0,0.13508510517335548
anchored,True,-2.2596849758738866,1,0.0945173264687348
anchored,True,-1.6735668216372535,0,0.15794920811113364
anchored,True,-2.478273961317144,1,0.07739536061271149
anchored,True,-2.4784763483657253,0,0.0773809103369701
anchored,True,-1.420933172274711,0,0.1945153333013186
anchored,True,-2.233363278434513,1,0.09679420706922075
anchored,True,-1.579913322003969,1,0.17080775809057247
anchored,True,-2.424604224880524,0,0.08131564046467323
anchored,True,-2.6710451481660042,0,0.06470369046419358
anchored,True,-1.9806861616820852,0,0.12124571166392509
anchored,True,-2.6954822057037884,0,0.0632404676938416
anchored,True,-2.0414024494478373,0,0.11492400277194857
anchored,True,-1.6663818261547776,1,0.1589071717352163
anchored,True,-1.8152022849897116,0,0.14001055720371944
anchored,True,-2.664484802962064,1,0.06510183924433767
anchored,True,-2.0500169522553335,0,0.11405066835992561
anchored,True,-1.611404630050724,0,0.16639369048581235
anchored,True,-1.0455093899033447,0,0.2600883531346793
anchored,True,-1.9840085182363296,0,0.12089217575621143
anchored,True,-2.7263419508797573,0,0.06143675619003898
anchored,True,-1.9811841698033847,1,0.12119266130208385
anchored,True,-1.9932280196476786,0,0.11991577205759794
anchored,True,-2.2262544511092157,0,0.09741748080501704
anchored,True,-1.8901495975894766,0,0.1312274133582405
anchored,True,-1.8242915462341744,0,0.13891971783961216
anchored,True,-2.513383337273784,0,0.07492526787662375
anchored,True,-1.9515400363703397,1,0.12438552997180087
anchored,True,-2.449525943751974,1,0.0794732229128577
anchored,True,-2.151320083595961,1,0.10420793071367611
anchored,True,-2.3296506087370106,1,0.08869690040863246
anchored,True,-1.668276035750068,0,0.15865416340361185
