sample_id,task,layer,position,clean_mean_logprob,corrupt_mean_logprob,patched_mean_logprob,recovery_mean
2,gsm8k,8,4,-2.0938456058502197,-2.1124191284179688,-2.1337409019470215,-1.1479654422915617
2,gsm8k,8,5,-2.0938456058502197,-2.1124191284179688,-2.1525533199310303,-2.1608270460488654
2,gsm8k,16,0,-2.0938456058502197,-2.1124191284179688,-2.1142494678497314,-0.09854557419738699
2,gsm8k,16,1,-2.0938456058502197,-2.1124191284179688,-2.1696860790252686,-3.0832557241554475
2,gsm8k,16,2,-2.0938456058502197,-2.1124191284179688,-2.1248841285705566,-0.6711162837290331
2,gsm8k,16,3,-2.0938456058502197,-2.1124191284179688,-2.0970613956451416,0.8268611647680973
2,gsm8k,16,4,-2.0938456058502197,-2.1124191284179688,-2.1422040462493896,-1.6036215901728494
2,gsm8k,16,5,-2.0938456058502197,-2.1124191284179688,-2.1404783725738525,-1.510711225962782
2,gsm8k,23,0,-2.0938456058502197,-2.1124191284179688,-2.122464418411255,-0.5408389576212721
2,gsm8k,23,1,-2.0938456058502197,-2.1124191284179688,-2.1617698669433594,-2.657046436663479
2,gsm8k,23,2,-2.0938456058502197,-2.1124191284179688,-2.1188340187072754,-0.34537804081736284
2,gsm8k,23,3,-2.0938456058502197,-2.1124191284179688,-2.1238906383514404,-0.6176267164917644
2,gsm8k,23,4,-2.0938456058502197,-2.1124191284179688,-2.1227798461914062,-0.5578216063985475
2,gsm8k,23,5,-2.0938456058502197,-2.1124191284179688,-2.1182360649108887,-0.31318417601509024
2,gsm8k,31,0,-2.0938456058502197,-2.1124191284179688,-2.1124191284179688,0.0
2,gsm8k,31,1,-2.0938456058502197,-2.1124191284179688,-2.1124191284179688,0.0
2,gsm8k,31,2,-2.0938456058502197,-2.1124191284179688,-2.1124191284179688,0.0
2,gsm8k,31,3,-2.0938456058502197,-2.1124191284179688,-2.1124191284179688,0.0
2,gsm8k,31,4,-2.0938456058502197,-2.1124191284179688,-2.1124191284179688,0.0
2,gsm8k,31,5,-2.0938456058502197,-2.1124191284179688,-2.1124191284179688,0.0
3,gsm8k,0,0,-1.917060375213623,-1.9322584867477417,-1.8485190868377686,5.509851972296999
3,gsm8k,0,1,-1.917060375213623,-1.9322584867477417,-1.8173789978027344,7.5587952555262445
3,gsm8k,0,2,-1.917060375213623,-1.9322584867477417,-1.8811938762664795,3.359929078513154
3,gsm8k,0,3,-1.917060375213623,-1.9322584867477417,-1.9498928785324097,-1.1603007480286345
3,gsm8k,0,4,-1.917060375213623,-1.9322584867477417,-1.9182475805282593,0.921884075477945
3,gsm8k,0,5,-1.917060375213623,-1.9322584867477417,-1.950581669807434,-1.2056215643859802
3,gsm8k,8,0,-1.917060375213623,-1.9322584867477417,-1.9489760398864746,-1.0999749608004679
3,gsm8k,8,1,-1.917060375213623,-1.9322584867477417,-1.964199185371399,-2.101621476835327
3,gsm8k,8,2,-1.917060375213623,-1.9322584867477417,-1.8938674926757812,2.526035469960911
3,gsm8k,8,3,-1.917060375213623,-1.9322584867477417,-1.9146397113800049,1.1592732251932567
3,gsm8k,8,4,-1.917060375213623,-1.9322584867477417,-1.942899227142334,-0.7001352351805198
3,gsm8k,8,5,-1.917060375213623,-1.9322584867477417,-1.9365845918655396,-0.2846473564569192
3,gsm8k,16,0,-1.917060375213623,-1.9322584867477417,-1.9440898895263672,-0.7784779686137441
3,gsm8k,16,1,-1.917060375213623,-1.9322584867477417,-1.9660844802856445,-2.2256693672284427
3,gsm8k,16,2,-1.917060375213623,-1.9322584867477417,-1.9261553287506104,0.40157318017428745
3,gsm8k,16,3,-1.917060375213623,-1.9322584867477417,-1.9284335374832153,0.2516725014956382
3,gsm8k,16,4,-1.917060375213623,-1.9322584867477417,-1.9291846752166748,0.20224943748254784
3,gsm8k,16,5,-1.917060375213623,-1.9322584867477417,-1.93368661403656,-0.09396735547957817
3,gsm8k,23,0,-1.917060375213623,-1.9322584867477417,-1.9464170932769775,-0.9316024021423188
3,gsm8k,23,1,-1.917060375213623,-1.9322584867477417,-1.972668170928955,-2.6588604447264514
3,gsm8k,23,2,-1.917060375213623,-1.9322584867477417,-1.9410758018493652,-0.5801582177000835
3,gsm8k,23,3,-1.917060375213623,-1.9322584867477417,-1.948936104774475,-1.0973473260687767
3,gsm8k,23,4,-1.917060375213623,-1.9322584867477417,-1.9292945861816406,0.1950175592060728
3,gsm8k,23,5,-1.917060375213623,-1.9322584867477417,-1.9333570003509521,-0.07227956433591927
3,gsm8k,31,0,-1.917060375213623,-1.9322584867477417,-1.9322584867477417,0.0
3,gsm8k,31,1,-1.917060375213623,-1.9322584867477417,-1.9322584867477417,0.0
3,gsm8k,31,2,-1.917060375213623,-1.9322584867477417,-1.9322584867477417,0.0
3,gsm8k,31,3,-1.917060375213623,-1.9322584867477417,-1.9322584867477417,0.0
3,gsm8k,31,4,-1.917060375213623,-1.9322584867477417,-1.9322584867477417,0.0
3,gsm8k,31,5,-1.917060375213623,-1.9322584867477417,-1.9322584867477417,0.0
4,gsm8k,0,0,-1.7297618389129639,-1.742110013961792,-1.6680861711502075,5.9947144069248886
4,gsm8k,0,1,-1.7297618389129639,-1.742110013961792,-1.6772412061691284,5.253307067893333
4,gsm8k,0,2,-1.7297618389129639,-1.742110013961792,-1.6879193782806396,4.388550662859979
4,gsm8k,0,3,-1.7297618389129639,-1.742110013961792,-1.7432011365890503,-0.08836299609567733
4,gsm8k,0,4,-1.7297618389129639,-1.742110013961792,-1.7862131595611572,-3.5716297921491496
4,gsm8k,0,5,-1.7297618389129639,-1.742110013961792,-1.7532767057418823,-0.9043184675265359
4,gsm8k,8,0,-1.7297618389129639,-1.742110013961792,-1.760716438293457,-1.5068145041631715
4,gsm8k,8,1,-1.7297618389129639,-1.742110013961792,-1.7833253145217896,-3.337761816576356
4,gsm8k,8,2,-1.7297618389129639,-1.742110013961792,-1.7110580205917358,2.5147010064449162
4,gsm8k,8,3,-1.7297618389129639,-1.742110013961792,-1.7346457242965698,0.6044847591533744
4,gsm8k,8,4,-1.7297618389129639,-1.742110013961792,-1.7410629987716675,0.0847910187597874
4,gsm8k,8,5,-1.7297618389129639,-1.742110013961792,-1.7442024946212769,-0.16945653561317864
4,gsm8k,16,0,-1.7297618389129639,-1.742110013961792,-1.7478446960449219,-0.4644149776224903
4,gsm8k,16,1,-1.7297618389129639,-1.742110013961792,-1.7789623737335205,-2.9844353341000427
4,gsm8k,16,2,-1.7297618389129639,-1.742110013961792,-1.7380545139312744,0.32842883504588033
4,gsm8k,16,3,-1.7297618389129639,-1.742110013961792,-1.7425216436386108,-0.03333523713737287
4,gsm8k,16,4,-1.7297618389129639,-1.742110013961792,-1.7317198514938354,0.8414323584292736
4,gsm8k,16,5,-1.7297618389129639,-1.742110013961792,-1.7456543445587158,-0.28703251392075585
4,gsm8k,23,0,-1.7297618389129639,-1.742110013961792,-1.7502299547195435,-0.6575817195517384
4,gsm8k,23,1,-1.7297618389129639,-1.742110013961792,-1.7545539140701294,-1.007751346382549
4,gsm8k,23,2,-1.7297618389129639,-1.742110013961792,-1.7493467330932617,-0.5860552868987423
4,gsm8k,23,3,-1.7297618389129639,-1.742110013961792,-1.7418001890182495,0.025090727286426896
4,gsm8k,23,4,-1.7297618389129639,-1.742110013961792,-1.7347111701965332,0.5991847171063377
4,gsm8k,23,5,-1.7297618389129639,-1.742110013961792,-1.7460025548934937,-0.31523182688868695
4,gsm8k,31,0,-1.7297618389129639,-1.742110013961792,-1.742110013961792,0.0
4,gsm8k,31,1,-1.7297618389129639,-1.742110013961792,-1.742110013961792,0.0
4,gsm8k,31,2,-1.7297618389129639,-1.742110013961792,-1.742110013961792,0.0
4,gsm8k,31,3,-1.7297618389129639,-1.742110013961792,-1.742110013961792,0.0
4,gsm8k,31,4,-1.7297618389129639,-1.742110013961792,-1.742110013961792,0.0
4,gsm8k,31,5,-1.7297618389129639,-1.742110013961792,-1.742110013961792,0.0
5,gsm8k,0,0,-2.4689767360687256,-2.463853597640991,-2.420260429382324,-8.50909144160288
5,gsm8k,0,1,-2.4689767360687256,-2.463853597640991,-2.43919038772583,-4.8140916752438425
5,gsm8k,0,2,-2.4689767360687256,-2.463853597640991,-2.2876644134521484,-34.39093645106214
5,gsm8k,0,3,-2.4689767360687256,-2.463853597640991,-2.469498634338379,1.1018729623930443
5,gsm8k,0,4,-2.4689767360687256,-2.463853597640991,-2.4821908473968506,3.5793070610116917
5,gsm8k,0,5,-2.4689767360687256,-2.463853597640991,-2.53458571434021,13.806430523253336
5,gsm8k,8,0,-2.4689767360687256,-2.463853597640991,-2.473365068435669,1.856574733357609
5,gsm8k,8,1,-2.4689767360687256,-2.463853597640991,-2.516430616378784,10.26267825986247
5,gsm8k,8,2,-2.4689767360687256,-2.463853597640991,-2.4535329341888428,-2.014523664149601
5,gsm8k,8,3,-2.4689767360687256,-2.463853597640991,-2.442694664001465,-4.130080660281941
5,gsm8k,8,4,-2.4689767360687256,-2.463853597640991,-2.4675803184509277,0.7274306827370729
5,gsm8k,8,5,-2.4689767360687256,-2.463853597640991,-2.475825548171997,2.3368437273980796
5,gsm8k,16,0,-2.4689767360687256,-2.463853597640991,-2.4739127159118652,1.9634718146861905
5,gsm8k,16,1,-2.4689767360687256,-2.463853597640991,-2.4868314266204834,4.485116721864765
5,gsm8k,16,2,-2.4689767360687256,-2.463853597640991,-2.4644503593444824,0.11648384613210246
5,gsm8k,16,3,-2.4689767360687256,-2.463853597640991,-2.4542999267578125,-1.8648119050577219
5,gsm8k,16,4,-2.4689767360687256,-2.463853597640991,-2.4839584827423096,3.924337518552006
5,gsm8k,16,5,-2.4689767360687256,-2.463853597640991,-2.4700562953948975,1.2107246268369067
5,gsm8k,23,0,-2.4689767360687256,-2.463853597640991,-2.4751758575439453,2.2100285133709203
5,gsm8k,23,1,-2.4689767360687256,-2.463853597640991,-2.4536471366882324,-1.9922321090967536
5,gsm8k,23,2,-2.4689767360687256,-2.463853597640991,-2.471172332763672,1.4285675688042945
5,gsm8k,23,3,-2.4689767360687256,-2.463853597640991,-2.468195915222168,0.8475910066336325
5,gsm8k,23,4,-2.4689767360687256,-2.463853597640991,-2.4646167755126953,0.14896715600034358
5,gsm8k,23,5,-2.4689767360687256,-2.463853597640991,-2.464843273162842,0.1931779645602706
5,gsm8k,31,0,-2.4689767360687256,-2.463853597640991,-2.463853597640991,-0.0
5,gsm8k,31,1,-2.4689767360687256,-2.463853597640991,-2.463853597640991,-0.0
5,gsm8k,31,2,-2.4689767360687256,-2.463853597640991,-2.463853597640991,-0.0
5,gsm8k,31,3,-2.4689767360687256,-2.463853597640991,-2.463853597640991,-0.0
5,gsm8k,31,4,-2.4689767360687256,-2.463853597640991,-2.463853597640991,-0.0
5,gsm8k,31,5,-2.4689767360687256,-2.463853597640991,-2.463853597640991,-0.0
6,gsm8k,0,0,-1.641365647315979,-1.6787848472595215,-1.668416142463684,0.27709577009994446
6,gsm8k,0,1,-1.641365647315979,-1.6787848472595215,-1.6305309534072876,1.289548708405084
6,gsm8k,0,2,-1.641365647315979,-1.6787848472595215,-1.614764928817749,1.7108837556529042
6,gsm8k,0,3,-1.641365647315979,-1.6787848472595215,-1.5616884231567383,3.1293131062749975
6,gsm8k,0,4,-1.641365647315979,-1.6787848472595215,-1.660980224609375,0.4758150339627646
6,gsm8k,0,5,-1.641365647315979,-1.6787848472595215,-1.524148941040039,4.132527288865656
6,gsm8k,8,0,-1.641365647315979,-1.6787848472595215,-1.6849315166473389,-0.16426507660347137
6,gsm8k,8,1,-1.641365647315979,-1.6787848472595215,-1.7285348176956177,-1.3295302202039585
6,gsm8k,8,2,-1.641365647315979,-1.6787848472595215,-1.649037480354309,0.7949758145640906
6,gsm8k,8,3,-1.641365647315979,-1.6787848472595215,-1.647355079650879,0.8399366971152871
6,gsm8k,8,4,-1.641365647315979,-1.6787848472595215,-1.6759799718856812,0.07495816662276633
6,gsm8k,8,5,-1.641365647315979,-1.6787848472595215,-1.6790956258773804,-0.00830532280953512
6,gsm8k,16,0,-1.641365647315979,-1.6787848472595215,-1.6812084913253784,-0.06477004911417664
6,gsm8k,16,1,-1.641365647315979,-1.6787848472595215,-1.713840365409851,-0.9368321298931968
6,gsm8k,16,2,-1.641365647315979,-1.6787848472595215,-1.6752039194107056,0.09569758031285978
6,gsm8k,16,3,-1.641365647315979,-1.6787848472595215,-1.6793086528778076,-0.013998307796354935
6,gsm8k,16,4,-1.641365647315979,-1.6787848472595215,-1.696864366531372,-0.4831614376446932
6,gsm8k,16,5,-1.641365647315979,-1.6787848472595215,-1.668567419052124,0.2730530180304009
6,gsm8k,23,0,-1.641365647315979,-1.6787848472595215,-1.6881027221679688,-0.2490131385057549
6,gsm8k,23,1,-1.641365647315979,-1.6787848472595215,-1.6951377391815186,-0.4370186315176097
6,gsm8k,23,2,-1.641365647315979,-1.6787848472595215,-1.668684959411621,0.26991184108747734
6,gsm8k,23,3,-1.641365647315979,-1.6787848472595215,-1.6900242567062378,-0.3003646913891061
6,gsm8k,23,4,-1.641365647315979,-1.6787848472595215,-1.6830079555511475,-0.11285936549696629
6,gsm8k,23,5,-1.641365647315979,-1.6787848472595215,-1.6775625944137573,0.03266378011743904
6,gsm8k,31,0,-1.641365647315979,-1.6787848472595215,-1.6787848472595215,0.0
6,gsm8k,31,1,-1.641365647315979,-1.6787848472595215,-1.6787848472595215,0.0
6,gsm8k,31,2,-1.641365647315979,-1.6787848472595215,-1.6787848472595215,0.0
6,gsm8k,31,3,-1.641365647315979,-1.6787848472595215,-1.6787848472595215,0.0
6,gsm8k,31,4,-1.641365647315979,-1.6787848472595215,-1.6787848472595215,0.0
6,gsm8k,31,5,-1.641365647315979,-1.6787848472595215,-1.6787848472595215,0.0
7,gsm8k,0,0,-1.7717584371566772,-1.7207777500152588,-1.6771880388259888,-0.8550241705961226
7,gsm8k,0,1,-1.7717584371566772,-1.7207777500152588,-1.6373897790908813,-1.6356779784046882
7,gsm8k,0,2,-1.7717584371566772,-1.7207777500152588,-1.6962419748306274,-0.48127597671113787
7,gsm8k,0,3,-1.7717584371566772,-1.7207777500152588,-1.7607165575027466,0.7834106906171344
7,gsm8k,0,4,-1.7717584371566772,-1.7207777500152588,-1.7278400659561157,0.1385292690653429
7,gsm8k,0,5,-1.7717584371566772,-1.7207777500152588,-1.73800790309906,0.3379741904173905
7,gsm8k,8,0,-1.7717584371566772,-1.7207777500152588,-1.7216529846191406,0.01716796741349607
7,gsm8k,8,1,-1.7717584371566772,-1.7207777500152588,-1.763529658317566,0.8385904366023811
7,gsm8k,8,2,-1.7717584371566772,-1.7207777500152588,-1.721341848373413,0.011064944402160637
7,gsm8k,8,3,-1.7717584371566772,-1.7207777500152588,-1.7204374074935913,-0.006675912144583394
7,gsm8k,8,4,-1.7717584371566772,-1.7207777500152588,-1.7192275524139404,-0.03040755219900611
7,gsm8k,8,5,-1.7717584371566772,-1.7207777500152588,-1.718164086341858,-0.05126773161821047
7,gsm8k,16,0,-1.7717584371566772,-1.7207777500152588,-1.7178810834884644,-0.056818910403233586
7,gsm8k,16,1,-1.7717584371566772,-1.7207777500152588,-1.768837809562683,0.9427112828279535
7,gsm8k,16,2,-1.7717584371566772,-1.7207777500152588,-1.7550362348556519,0.671989600007888
7,gsm8k,16,3,-1.7717584371566772,-1.7207777500152588,-1.7110198736190796,-0.19140342857964052
7,gsm8k,16,4,-1.7717584371566772,-1.7207777500152588,-1.720339298248291,-0.008600351967697976
7,gsm8k,16,5,-1.7717584371566772,-1.7207777500152588,-1.7200802564620972,-0.01368152783115847
7,gsm8k,23,0,-1.7717584371566772,-1.7207777500152588,-1.72737717628479,0.12944956088411091
7,gsm8k,23,1,-1.7717584371566772,-1.7207777500152588,-1.7770453691482544,1.103704820885595
7,gsm8k,23,2,-1.7717584371566772,-1.7207777500152588,-1.7379547357559204,0.33693129836257996
7,gsm8k,23,3,-1.7717584371566772,-1.7207777500152588,-1.7180190086364746,-0.054113470700507496
7,gsm8k,23,4,-1.7717584371566772,-1.7207777500152588,-1.7151107788085938,-0.11115919843404741
7,gsm8k,23,5,-1.7717584371566772,-1.7207777500152588,-1.7175312042236328,-0.06368188838724488
7,gsm8k,31,0,-1.7717584371566772,-1.7207777500152588,-1.7207777500152588,-0.0
7,gsm8k,31,1,-1.7717584371566772,-1.7207777500152588,-1.7207777500152588,-0.0
7,gsm8k,31,2,-1.7717584371566772,-1.7207777500152588,-1.7207777500152588,-0.0
7,gsm8k,31,3,-1.7717584371566772,-1.7207777500152588,-1.7207777500152588,-0.0
7,gsm8k,31,4,-1.7717584371566772,-1.7207777500152588,-1.7207777500152588,-0.0
7,gsm8k,31,5,-1.7717584371566772,-1.7207777500152588,-1.7207777500152588,-0.0
