mode,layer,head,clean_prefix_attn_head,corrupt_prefix_attn_head,delta_prefix_attn_head
anchored,15,20.0,0.576812744140625,0.5742919921875,0.002520751953125
anchored,15,21.0,0.95675048828125,0.9566650390625,8.544921875e-05
anchored,15,22.0,0.269049072265625,0.2697113037109375,-0.0006622314453125
anchored,15,23.0,0.92471923828125,0.92506103515625,-0.000341796875
anchored,15,24.0,0.88515625,0.884375,0.00078125
anchored,15,25.0,0.933837890625,0.93370361328125,0.00013427734375
anchored,15,26.0,0.7961181640625,0.79547119140625,0.00064697265625
anchored,15,27.0,0.842041015625,0.84168701171875,0.00035400390625
anchored,15,28.0,0.789990234375,0.7886962890625,0.0012939453125
anchored,15,29.0,0.3195068359375,0.319940185546875,-0.000433349609375
anchored,15,30.0,0.8879638671875,0.88826904296875,-0.00030517578125
anchored,15,31.0,0.94906005859375,0.9489501953125,0.00010986328125
anchored,16,0.0,0.9442138671875,0.94468994140625,-0.00047607421875
anchored,16,1.0,0.427252197265625,0.427239990234375,1.220703125e-05
anchored,16,2.0,0.2189117431640625,0.2170806884765625,0.0018310546875
anchored,16,3.0,0.594793701171875,0.594635009765625,0.00015869140625
anchored,16,4.0,0.42891845703125,0.42823486328125,0.00068359375
anchored,16,5.0,0.7862548828125,0.785986328125,0.0002685546875
anchored,16,6.0,0.670458984375,0.67135009765625,-0.00089111328125
anchored,16,7.0,0.492572021484375,0.48995361328125,0.002618408203125
anchored,16,8.0,0.90164794921875,0.901318359375,0.00032958984375
anchored,16,9.0,0.640020751953125,0.639556884765625,0.0004638671875
anchored,16,10.0,0.65560302734375,0.65130615234375,0.004296875
anchored,16,11.0,0.8590087890625,0.8591064453125,-9.765625e-05
anchored,16,12.0,0.7028076171875,0.703125,-0.0003173828125
anchored,16,13.0,0.7093994140625,0.710498046875,-0.0010986328125
anchored,16,14.0,0.6385986328125,0.6379638671875,0.000634765625
anchored,16,15.0,0.754833984375,0.754345703125,0.00048828125
anchored,16,16.0,0.596148681640625,0.595233154296875,0.00091552734375
anchored,16,17.0,0.68365478515625,0.68203125,0.00162353515625
anchored,16,18.0,0.8246337890625,0.820166015625,0.0044677734375
anchored,16,19.0,0.241583251953125,0.2388031005859375,0.0027801513671875
anchored,16,20.0,0.3015838623046875,0.2996337890625,0.0019500732421875
anchored,16,21.0,0.66279296875,0.66112060546875,0.00167236328125
anchored,16,22.0,0.133563232421875,0.13447647094726561,-0.000913238525390625
anchored,16,23.0,0.8833740234375,0.88250732421875,0.00086669921875
anchored,16,24.0,0.64669189453125,0.646282958984375,0.000408935546875
anchored,16,25.0,0.76702880859375,0.765087890625,0.00194091796875
anchored,16,26.0,0.3429229736328125,0.3410064697265625,0.00191650390625
anchored,16,27.0,0.67371826171875,0.67301025390625,0.0007080078125
anchored,16,28.0,0.4253662109375,0.4219970703125,0.003369140625
anchored,16,29.0,0.71766357421875,0.7171142578125,0.00054931640625
anchored,16,30.0,0.84351806640625,0.8429443359375,0.00057373046875
anchored,16,31.0,0.193060302734375,0.1928192138671875,0.0002410888671875
anchored,17,0.0,0.66761474609375,0.66524658203125,0.0023681640625
anchored,17,1.0,0.5708885192871094,0.5698410034179687,0.001047515869140625
anchored,17,2.0,0.6115234375,0.611273193359375,0.000250244140625
anchored,17,3.0,0.90618896484375,0.90672607421875,-0.000537109375
anchored,17,4.0,0.9506103515625,0.95059814453125,1.220703125e-05
anchored,17,5.0,0.91611328125,0.9161376953125,-2.44140625e-05
anchored,17,6.0,0.5376739501953125,0.53780517578125,-0.0001312255859375
anchored,17,7.0,0.8421142578125,0.84202880859375,8.544921875e-05
anchored,17,8.0,0.61517333984375,0.611138916015625,0.004034423828125
anchored,17,9.0,0.41065673828125,0.409393310546875,0.001263427734375
anchored,17,10.0,0.588970947265625,0.58748779296875,0.001483154296875
anchored,17,11.0,0.89356689453125,0.8931396484375,0.00042724609375
anchored,17,12.0,0.69178466796875,0.693505859375,-0.00172119140625
anchored,17,13.0,0.92137451171875,0.92008056640625,0.0012939453125
anchored,17,14.0,0.95909423828125,0.95897216796875,0.0001220703125
anchored,17,15.0,0.94967041015625,0.94969482421875,-2.44140625e-05
anchored,17,16.0,0.9836669921875,0.9837890625,-0.0001220703125
anchored,17,17.0,0.71717529296875,0.717431640625,-0.00025634765625
anchored,17,18.0,0.94451904296875,0.94478759765625,-0.0002685546875
anchored,17,19.0,0.055162239074707034,0.05440845489501953,0.0007537841796875
anchored,17,20.0,0.535552978515625,0.535003662109375,0.00054931640625
anchored,17,21.0,0.7839111328125,0.782421875,0.0014892578125
anchored,17,22.0,0.7405517578125,0.7372314453125,0.0033203125
anchored,17,23.0,0.9834716796875,0.9835205078125,-4.8828125e-05
anchored,17,24.0,0.91461181640625,0.9141845703125,0.00042724609375
anchored,17,25.0,0.8662109375,0.86510009765625,0.00111083984375
anchored,17,26.0,0.696624755859375,0.693817138671875,0.0028076171875
anchored,17,27.0,0.86729736328125,0.8658935546875,0.00140380859375
anchored,17,28.0,0.765087890625,0.7642333984375,0.0008544921875
anchored,17,29.0,0.6280517578125,0.623138427734375,0.004913330078125
anchored,17,30.0,0.698992919921875,0.697711181640625,0.00128173828125
anchored,17,31.0,0.724462890625,0.72501220703125,-0.00054931640625
anchored,18,0.0,0.98717041015625,0.98712158203125,4.8828125e-05
anchored,18,1.0,0.64713134765625,0.64793701171875,-0.0008056640625
anchored,18,2.0,0.3018585205078125,0.3018951416015625,-3.662109375e-05
anchored,18,3.0,0.976953125,0.9768798828125,7.32421875e-05
anchored,18,4.0,0.690185546875,0.691143798828125,-0.000958251953125
anchored,18,5.0,0.72515869140625,0.7280029296875,-0.00284423828125
anchored,18,6.0,0.4271209716796875,0.422802734375,0.0043182373046875
anchored,18,7.0,0.398638916015625,0.3996124267578125,-0.0009735107421875
anchored,18,8.0,0.9853759765625,0.9852294921875,0.000146484375
anchored,18,9.0,0.65054931640625,0.65296630859375,-0.0024169921875
anchored,18,10.0,0.573712158203125,0.5757080078125,-0.001995849609375
anchored,18,11.0,0.83873291015625,0.83958740234375,-0.0008544921875
anchored,18,12.0,0.95228271484375,0.952001953125,0.00028076171875
anchored,18,13.0,0.75272216796875,0.75401611328125,-0.0012939453125
anchored,18,14.0,0.947998046875,0.9470947265625,0.0009033203125
anchored,18,15.0,0.460992431640625,0.460015869140625,0.0009765625
anchored,18,16.0,0.66824951171875,0.66751708984375,0.000732421875
anchored,18,17.0,0.550567626953125,0.548748779296875,0.00181884765625
anchored,18,18.0,0.92950439453125,0.92945556640625,4.8828125e-05
anchored,18,19.0,0.69560546875,0.69560546875,0.0
anchored,18,20.0,0.549395751953125,0.551080322265625,-0.0016845703125
anchored,18,21.0,0.925927734375,0.92637939453125,-0.00045166015625
anchored,18,22.0,0.3542510986328125,0.351519775390625,0.0027313232421875
anchored,18,23.0,0.87728271484375,0.87740478515625,-0.0001220703125
anchored,18,24.0,0.68179931640625,0.68455810546875,-0.0027587890625
anchored,18,25.0,0.619268798828125,0.61768798828125,0.001580810546875
anchored,18,26.0,0.81214599609375,0.81083984375,0.00130615234375
anchored,18,27.0,0.8856201171875,0.88603515625,-0.0004150390625
anchored,18,28.0,0.88271484375,0.88316650390625,-0.00045166015625
anchored,18,29.0,0.87840576171875,0.879541015625,-0.00113525390625
anchored,18,30.0,0.775634765625,0.77501220703125,0.00062255859375
anchored,18,31.0,0.602008056640625,0.599993896484375,0.00201416015625
plain,14,0.0,0.427276611328125,0.426605224609375,0.00067138671875
plain,14,1.0,0.73250732421875,0.73192138671875,0.0005859375
plain,14,2.0,0.53558349609375,0.5344482421875,0.00113525390625
plain,14,3.0,0.809228515625,0.80880126953125,0.00042724609375
plain,14,4.0,0.68228759765625,0.676263427734375,0.006024169921875
plain,14,5.0,0.3576057434082031,0.35543975830078123,0.002165985107421875
plain,14,6.0,0.7610107421875,0.75771484375,0.0032958984375
plain,14,7.0,0.468426513671875,0.465850830078125,0.00257568359375
plain,14,8.0,0.831640625,0.83280029296875,-0.00115966796875
plain,14,9.0,0.82845458984375,0.8275390625,0.00091552734375
plain,14,10.0,0.628509521484375,0.62548828125,0.003021240234375
plain,14,11.0,0.739111328125,0.73658447265625,0.00252685546875
plain,14,12.0,0.88394775390625,0.883746337890625,0.000201416015625
plain,14,13.0,0.8466552734375,0.84747314453125,-0.00081787109375
plain,14,14.0,0.54820556640625,0.54801025390625,0.0001953125
plain,14,15.0,0.3834503173828125,0.380908203125,0.0025421142578125
plain,14,16.0,0.891217041015625,0.890545654296875,0.00067138671875
plain,14,17.0,0.9817138671875,0.98184814453125,-0.00013427734375
plain,14,18.0,0.5614013671875,0.560736083984375,0.000665283203125
plain,14,19.0,0.667840576171875,0.656573486328125,0.01126708984375
plain,14,20.0,0.751904296875,0.75091552734375,0.00098876953125
plain,14,21.0,0.62532958984375,0.619647216796875,0.005682373046875
plain,14,22.0,0.14450531005859374,0.14322357177734374,0.00128173828125
plain,14,23.0,0.7701904296875,0.7666748046875,0.003515625
plain,14,24.0,0.216986083984375,0.216131591796875,0.0008544921875
plain,14,25.0,0.8883056640625,0.88883056640625,-0.00052490234375
plain,14,26.0,0.7257568359375,0.72532958984375,0.00042724609375
plain,14,27.0,0.293792724609375,0.2916961669921875,0.0020965576171875
plain,14,28.0,0.961572265625,0.961083984375,0.00048828125
plain,14,29.0,0.828125,0.82601318359375,0.00211181640625
plain,14,30.0,0.78046875,0.77769775390625,0.00277099609375
plain,14,31.0,0.61016845703125,0.611541748046875,-0.001373291015625
plain,15,0.0,0.85892333984375,0.85682373046875,0.002099609375
plain,15,1.0,0.676885986328125,0.6771240234375,-0.000238037109375
plain,15,2.0,0.4283294677734375,0.4241607666015625,0.004168701171875
plain,15,3.0,0.889697265625,0.88868408203125,0.00101318359375
plain,15,4.0,0.92203369140625,0.92138671875,0.00064697265625
plain,15,5.0,0.64560546875,0.644293212890625,0.001312255859375
plain,15,6.0,0.820068359375,0.81927490234375,0.00079345703125
plain,15,7.0,0.6001708984375,0.5986572265625,0.001513671875
plain,15,8.0,0.924853515625,0.92396240234375,0.00089111328125
plain,15,9.0,0.17475128173828125,0.17171783447265626,0.003033447265625
plain,15,10.0,0.80943603515625,0.80831298828125,0.001123046875
plain,15,11.0,0.5626617431640625,0.55989990234375,0.0027618408203125
plain,15,12.0,0.43445281982421874,0.4319305419921875,0.00252227783203125
plain,15,13.0,0.7635009765625,0.76287841796875,0.00062255859375
plain,15,14.0,0.74390869140625,0.743310546875,0.00059814453125
plain,15,15.0,0.87513427734375,0.87557373046875,-0.000439453125
plain,15,16.0,0.626202392578125,0.62789306640625,-0.001690673828125
plain,15,17.0,0.78641357421875,0.784075927734375,0.002337646484375
plain,15,18.0,0.69442138671875,0.690313720703125,0.004107666015625
plain,15,19.0,0.3930755615234375,0.3900543212890625,0.003021240234375
plain,15,20.0,0.3131561279296875,0.3095611572265625,0.003594970703125
plain,15,21.0,0.988623046875,0.9885986328125,2.44140625e-05
plain,15,22.0,0.26090850830078127,0.2596771240234375,0.00123138427734375
plain,15,23.0,0.837890625,0.83756103515625,0.00032958984375
plain,15,24.0,0.8278076171875,0.82481689453125,0.00299072265625
plain,15,25.0,0.799224853515625,0.795233154296875,0.00399169921875
plain,15,26.0,0.746246337890625,0.7465576171875,-0.000311279296875
plain,15,27.0,0.8099853515625,0.807275390625,0.0027099609375
plain,15,28.0,0.78558349609375,0.78450927734375,0.00107421875
plain,15,29.0,0.491156005859375,0.491851806640625,-0.00069580078125
plain,15,30.0,0.796759033203125,0.796087646484375,0.00067138671875
plain,15,31.0,0.902410888671875,0.9014404296875,0.000970458984375
plain,16,0.0,0.8820068359375,0.88223876953125,-0.00023193359375
plain,16,1.0,0.57032470703125,0.567120361328125,0.003204345703125
plain,16,2.0,0.17612762451171876,0.17440338134765626,0.0017242431640625
plain,16,3.0,0.677801513671875,0.67762451171875,0.000177001953125
plain,16,4.0,0.741815185546875,0.742108154296875,-0.00029296875
plain,16,5.0,0.58084716796875,0.5721099853515625,0.0087371826171875
plain,16,6.0,0.767254638671875,0.76707763671875,0.000177001953125
plain,16,7.0,0.70452880859375,0.702490234375,0.00203857421875
plain,16,8.0,0.8604736328125,0.861669921875,-0.0011962890625
plain,16,9.0,0.61317138671875,0.6132568359375,-8.544921875e-05
plain,16,10.0,0.6321044921875,0.62559814453125,0.00650634765625
plain,16,11.0,0.80067138671875,0.803192138671875,-0.002520751953125
plain,16,12.0,0.78453369140625,0.7833740234375,0.00115966796875
plain,16,13.0,0.87000732421875,0.86993408203125,7.32421875e-05
plain,16,14.0,0.55133056640625,0.5525634765625,-0.00123291015625
plain,16,15.0,0.74547119140625,0.74652099609375,-0.0010498046875
plain,16,16.0,0.62340087890625,0.622467041015625,0.000933837890625
plain,16,17.0,0.71156005859375,0.710809326171875,0.000750732421875
plain,16,18.0,0.7898193359375,0.77818603515625,0.01163330078125
plain,16,19.0,0.54215087890625,0.540533447265625,0.001617431640625
plain,16,20.0,0.9043212890625,0.903955078125,0.0003662109375
plain,16,21.0,0.57529296875,0.573455810546875,0.001837158203125
plain,16,22.0,0.10460052490234376,0.10562667846679688,-0.001026153564453125
plain,16,23.0,0.8047607421875,0.804296875,0.0004638671875
plain,16,24.0,0.635809326171875,0.63836669921875,-0.002557373046875
plain,16,25.0,0.75509033203125,0.7566650390625,-0.00157470703125
plain,16,26.0,0.406658935546875,0.413177490234375,-0.0065185546875
plain,16,27.0,0.60257568359375,0.602276611328125,0.000299072265625
plain,16,28.0,0.52908935546875,0.528643798828125,0.000445556640625
plain,16,29.0,0.618914794921875,0.617181396484375,0.0017333984375
plain,16,30.0,0.842333984375,0.84180908203125,0.00052490234375
plain,16,31.0,0.18223724365234376,0.1819580078125,0.00027923583984375
plain,17,0.0,0.79969482421875,0.79783935546875,0.00185546875
plain,17,1.0,0.549822998046875,0.5487640380859375,0.0010589599609375
plain,17,2.0,0.59217529296875,0.590478515625,0.00169677734375
plain,17,3.0,0.75106201171875,0.749432373046875,0.001629638671875
plain,17,4.0,0.9497802734375,0.94942626953125,0.00035400390625
plain,17,5.0,0.92122802734375,0.9211181640625,0.00010986328125
plain,17,6.0,0.4896209716796875,0.487701416015625,0.0019195556640625
plain,17,7.0,0.88157958984375,0.88135986328125,0.0002197265625
plain,17,8.0,0.717279052734375,0.713922119140625,0.00335693359375
plain,17,9.0,0.444659423828125,0.4422607421875,0.002398681640625
plain,17,10.0,0.696099853515625,0.69100341796875,0.005096435546875
plain,17,11.0,0.88433837890625,0.883544921875,0.00079345703125
plain,17,12.0,0.767431640625,0.76951904296875,-0.00208740234375
plain,17,13.0,0.93887939453125,0.9377197265625,0.00115966796875
plain,17,14.0,0.9439453125,0.94368896484375,0.00025634765625
plain,17,15.0,0.89576416015625,0.8943359375,0.00142822265625
plain,17,16.0,0.96815185546875,0.9679931640625,0.00015869140625
plain,17,17.0,0.607830810546875,0.607452392578125,0.00037841796875
plain,17,18.0,0.94990234375,0.95008544921875,-0.00018310546875
plain,17,19.0,0.116943359375,0.11504859924316406,0.0018947601318359375
plain,17,20.0,0.62130126953125,0.62010498046875,0.0011962890625
plain,17,21.0,0.650543212890625,0.651153564453125,-0.0006103515625
plain,17,22.0,0.623675537109375,0.61666259765625,0.007012939453125
plain,17,23.0,0.85693359375,0.85567626953125,0.00125732421875
plain,17,24.0,0.94254150390625,0.942431640625,0.00010986328125
plain,17,25.0,0.74873046875,0.74703369140625,0.00169677734375
plain,17,26.0,0.82200927734375,0.8187255859375,0.00328369140625
plain,17,27.0,0.85179443359375,0.85198974609375,-0.0001953125
plain,17,28.0,0.847705078125,0.84691162109375,0.00079345703125
plain,17,29.0,0.5520843505859375,0.544036865234375,0.0080474853515625
plain,17,30.0,0.66915283203125,0.665667724609375,0.003485107421875
plain,17,31.0,0.733233642578125,0.730010986328125,0.00322265625
plain,18,0.0,0.96778564453125,0.9678466796875,-6.103515625e-05
plain,18,1.0,0.616522216796875,0.611572265625,0.004949951171875
plain,18,2.0,0.2094268798828125,0.2091400146484375,0.000286865234375
plain,18,3.0,0.98341064453125,0.98333740234375,7.32421875e-05
plain,18,4.0,0.535595703125,0.53526611328125,0.00032958984375
plain,18,5.0,0.53995361328125,0.538787841796875,0.001165771484375
plain,18,6.0,0.4444915771484375,0.44551544189453124,-0.00102386474609375
plain,18,7.0,0.463824462890625,0.464434814453125,-0.0006103515625
plain,18,8.0,0.90772705078125,0.90631103515625,0.001416015625
plain,18,9.0,0.473028564453125,0.4716796875,0.001348876953125
plain,18,10.0,0.505267333984375,0.504876708984375,0.000390625
plain,18,11.0,0.7127197265625,0.712109375,0.0006103515625
plain,18,12.0,0.90865478515625,0.9067138671875,0.00194091796875
plain,18,13.0,0.678277587890625,0.677996826171875,0.00028076171875
plain,18,14.0,0.89530029296875,0.8949462890625,0.00035400390625
plain,18,15.0,0.407330322265625,0.40533447265625,0.001995849609375
plain,18,16.0,0.717767333984375,0.717816162109375,-4.8828125e-05
plain,18,17.0,0.5286376953125,0.53065185546875,-0.00201416015625
plain,18,18.0,0.92572021484375,0.92525634765625,0.0004638671875
plain,18,19.0,0.76904296875,0.7670654296875,0.0019775390625
plain,18,20.0,0.436175537109375,0.4358123779296875,0.0003631591796875
plain,18,21.0,0.8934326171875,0.892626953125,0.0008056640625
plain,18,22.0,0.3797882080078125,0.3757781982421875,0.004010009765625
plain,18,23.0,0.7820556640625,0.780902099609375,0.001153564453125
plain,18,24.0,0.75177001953125,0.75211181640625,-0.000341796875
plain,18,25.0,0.2881072998046875,0.2857086181640625,0.002398681640625
plain,18,26.0,0.67613525390625,0.6763885498046875,-0.0002532958984375
plain,18,27.0,0.8964599609375,0.89595947265625,0.00050048828125
plain,18,28.0,0.764501953125,0.7622802734375,0.0022216796875
plain,18,29.0,0.92158203125,0.92071533203125,0.00086669921875
plain,18,30.0,0.771044921875,0.76781005859375,0.00323486328125
plain,18,31.0,0.696368408203125,0.694317626953125,0.00205078125
