sample_id,mode,layer,clean_target_logit,corrupt_target_logit,patched_target_logit,recovery,patch_window
20,plain,18,43.9375,43.9375,43.9375,0.0,12
21,anchored,14,43.96875,44.03125,44.03125,-0.0,12
21,anchored,15,43.96875,44.03125,44.03125,-0.0,12
21,anchored,16,43.96875,44.03125,44.03125,-0.0,12
21,anchored,17,43.96875,44.03125,44.03125,-0.0,12
21,anchored,18,43.96875,44.03125,44.03125,-0.0,12
21,plain,14,41.8125,41.875,41.875,-0.0,12
21,plain,15,41.8125,41.875,41.875,-0.0,12
21,plain,16,41.8125,41.875,41.875,-0.0,12
21,plain,17,41.8125,41.875,41.875,-0.0,12
21,plain,18,41.8125,41.875,41.875,-0.0,12
22,anchored,14,41.78125,41.84375,41.84375,-0.0,12
22,anchored,15,41.78125,41.84375,41.84375,-0.0,12
22,anchored,16,41.78125,41.84375,41.84375,-0.0,12
22,anchored,17,41.78125,41.84375,41.84375,-0.0,12
22,anchored,18,41.78125,41.84375,41.84375,-0.0,12
22,plain,14,41.46875,41.6875,41.6875,-0.0,12
22,plain,15,41.46875,41.6875,41.6875,-0.0,12
22,plain,16,41.46875,41.6875,41.6875,-0.0,12
22,plain,17,41.46875,41.6875,41.6875,-0.0,12
22,plain,18,41.46875,41.6875,41.6875,-0.0,12
23,anchored,14,41.59375,41.59375,41.59375,0.0,12
23,anchored,15,41.59375,41.59375,41.59375,0.0,12
23,anchored,16,41.59375,41.59375,41.59375,0.0,12
23,anchored,17,41.59375,41.59375,41.59375,0.0,12
23,anchored,18,41.59375,41.59375,41.59375,0.0,12
23,plain,14,40.59375,40.59375,40.59375,0.0,12
23,plain,15,40.59375,40.59375,40.59375,0.0,12
23,plain,16,40.59375,40.59375,40.59375,0.0,12
23,plain,17,40.59375,40.59375,40.59375,0.0,12
23,plain,18,40.59375,40.59375,40.59375,0.0,12
24,anchored,14,40.28125,40.28125,40.28125,0.0,12
24,anchored,15,40.28125,40.28125,40.28125,0.0,12
24,anchored,16,40.28125,40.28125,40.28125,0.0,12
24,anchored,17,40.28125,40.28125,40.28125,0.0,12
24,anchored,18,40.28125,40.28125,40.28125,0.0,12
24,plain,14,40.90625,40.90625,40.90625,0.0,12
24,plain,15,40.90625,40.90625,40.90625,0.0,12
24,plain,16,40.90625,40.90625,40.90625,0.0,12
24,plain,17,40.90625,40.90625,40.90625,0.0,12
24,plain,18,40.90625,40.90625,40.90625,0.0,12
25,anchored,14,42.65625,42.65625,42.65625,0.0,12
25,anchored,15,42.65625,42.65625,42.65625,0.0,12
25,anchored,16,42.65625,42.65625,42.65625,0.0,12
25,anchored,17,42.65625,42.65625,42.65625,0.0,12
25,anchored,18,42.65625,42.65625,42.65625,0.0,12
25,plain,14,42.1875,42.09375,42.09375,0.0,12
25,plain,15,42.1875,42.09375,42.09375,0.0,12
25,plain,16,42.1875,42.09375,42.09375,0.0,12
25,plain,17,42.1875,42.09375,42.09375,0.0,12
25,plain,18,42.1875,42.09375,42.09375,0.0,12
26,anchored,14,42.875,42.84375,42.84375,0.0,12
26,anchored,15,42.875,42.84375,42.84375,0.0,12
26,anchored,16,42.875,42.84375,42.84375,0.0,12
26,anchored,17,42.875,42.84375,42.84375,0.0,12
26,anchored,18,42.875,42.84375,42.84375,0.0,12
26,plain,14,42.71875,42.5625,42.59375,0.19999998720000084,12
26,plain,15,42.71875,42.5625,42.59375,0.19999998720000084,12
26,plain,16,42.71875,42.5625,42.59375,0.19999998720000084,12
26,plain,17,42.71875,42.5625,42.59375,0.19999998720000084,12
26,plain,18,42.71875,42.5625,42.5625,0.0,12
27,anchored,14,41.34375,41.3125,41.3125,0.0,12
27,anchored,15,41.34375,41.3125,41.3125,0.0,12
27,anchored,16,41.34375,41.3125,41.3125,0.0,12
27,anchored,17,41.34375,41.3125,41.3125,0.0,12
27,anchored,18,41.34375,41.3125,41.3125,0.0,12
27,plain,14,41.3125,41.28125,41.28125,0.0,12
27,plain,15,41.3125,41.28125,41.28125,0.0,12
27,plain,16,41.3125,41.28125,41.28125,0.0,12
27,plain,17,41.3125,41.28125,41.28125,0.0,12
27,plain,18,41.3125,41.28125,41.28125,0.0,12
28,anchored,14,42.5625,42.5,42.5,0.0,12
28,anchored,15,42.5625,42.5,42.5,0.0,12
28,anchored,16,42.5625,42.5,42.5,0.0,12
28,anchored,17,42.5625,42.5,42.5,0.0,12
28,anchored,18,42.5625,42.5,42.5,0.0,12
28,plain,14,40.75,40.8125,40.8125,-0.0,12
28,plain,15,40.75,40.8125,40.8125,-0.0,12
28,plain,16,40.75,40.8125,40.8125,-0.0,12
28,plain,17,40.75,40.8125,40.8125,-0.0,12
28,plain,18,40.75,40.8125,40.8125,-0.0,12
29,anchored,14,41.6875,41.65625,41.65625,0.0,12
29,anchored,15,41.6875,41.65625,41.65625,0.0,12
29,anchored,16,41.6875,41.65625,41.65625,0.0,12
29,anchored,17,41.6875,41.65625,41.65625,0.0,12
29,anchored,18,41.6875,41.65625,41.65625,0.0,12
29,plain,14,38.15625,38.09375,38.09375,0.0,12
29,plain,15,38.15625,38.09375,38.09375,0.0,12
29,plain,16,38.15625,38.09375,38.09375,0.0,12
29,plain,17,38.15625,38.09375,38.09375,0.0,12
29,plain,18,38.15625,38.09375,38.09375,0.0,12
30,anchored,14,42.8125,42.78125,42.78125,0.0,12
30,anchored,15,42.8125,42.78125,42.78125,0.0,12
30,anchored,16,42.8125,42.78125,42.78125,0.0,12
30,anchored,17,42.8125,42.78125,42.78125,0.0,12
30,anchored,18,42.8125,42.78125,42.78125,0.0,12
30,plain,14,42.3125,42.34375,42.34375,-0.0,12
30,plain,15,42.3125,42.34375,42.34375,-0.0,12
30,plain,16,42.3125,42.34375,42.34375,-0.0,12
30,plain,17,42.3125,42.34375,42.34375,-0.0,12
30,plain,18,42.3125,42.34375,42.34375,-0.0,12
31,anchored,14,42.75,42.40625,42.40625,0.0,12
31,anchored,15,42.75,42.40625,42.40625,0.0,12
31,anchored,16,42.75,42.40625,42.40625,0.0,12
31,anchored,17,42.75,42.40625,42.40625,0.0,12
31,anchored,18,42.75,42.40625,42.40625,0.0,12
31,plain,14,40.59375,40.9375,40.9375,-0.0,12
31,plain,15,40.59375,40.9375,40.9375,-0.0,12
31,plain,16,40.59375,40.9375,40.9375,-0.0,12
31,plain,17,40.59375,40.9375,40.9375,-0.0,12
31,plain,18,40.59375,40.9375,40.9375,-0.0,12
32,anchored,14,42.4375,42.59375,42.59375,-0.0,12
32,anchored,15,42.4375,42.59375,42.59375,-0.0,12
32,anchored,16,42.4375,42.59375,42.59375,-0.0,12
32,anchored,17,42.4375,42.59375,42.59375,-0.0,12
32,anchored,18,42.4375,42.59375,42.59375,-0.0,12
32,plain,14,41.96875,41.96875,41.96875,0.0,12
32,plain,15,41.96875,41.96875,41.96875,0.0,12
32,plain,16,41.96875,41.96875,41.96875,0.0,12
32,plain,17,41.96875,41.96875,41.96875,0.0,12
32,plain,18,41.96875,41.96875,41.96875,0.0,12
33,anchored,14,42.09375,42.125,42.125,-0.0,12
33,anchored,15,42.09375,42.125,42.125,-0.0,12
33,anchored,16,42.09375,42.125,42.125,-0.0,12
33,anchored,17,42.09375,42.125,42.125,-0.0,12
33,anchored,18,42.09375,42.125,42.125,-0.0,12
33,plain,14,40.59375,40.75,40.75,-0.0,12
33,plain,15,40.59375,40.75,40.75,-0.0,12
33,plain,16,40.59375,40.75,40.75,-0.0,12
33,plain,17,40.59375,40.75,40.75,-0.0,12
33,plain,18,40.59375,40.75,40.75,-0.0,12
34,anchored,14,43.15625,43.15625,43.15625,0.0,12
34,anchored,15,43.15625,43.15625,43.15625,0.0,12
34,anchored,16,43.15625,43.15625,43.15625,0.0,12
34,anchored,17,43.15625,43.15625,43.15625,0.0,12
34,anchored,18,43.15625,43.15625,43.15625,0.0,12
34,plain,14,41.96875,41.875,41.875,0.0,12
34,plain,15,41.96875,41.875,41.875,0.0,12
34,plain,16,41.96875,41.875,41.875,0.0,12
34,plain,17,41.96875,41.875,41.875,0.0,12
34,plain,18,41.96875,41.875,41.875,0.0,12
35,anchored,14,42.0,41.96875,41.96875,0.0,12
35,anchored,15,42.0,41.96875,41.96875,0.0,12
35,anchored,16,42.0,41.96875,41.96875,0.0,12
35,anchored,17,42.0,41.96875,41.96875,0.0,12
35,anchored,18,42.0,41.96875,41.96875,0.0,12
35,plain,14,41.3125,41.34375,41.34375,-0.0,12
35,plain,15,41.3125,41.34375,41.34375,-0.0,12
35,plain,16,41.3125,41.34375,41.34375,-0.0,12
35,plain,17,41.3125,41.34375,41.34375,-0.0,12
35,plain,18,41.3125,41.34375,41.34375,-0.0,12
36,anchored,14,41.84375,41.8125,41.8125,0.0,12
36,anchored,15,41.84375,41.8125,41.8125,0.0,12
36,anchored,16,41.84375,41.8125,41.8125,0.0,12
36,anchored,17,41.84375,41.8125,41.8125,0.0,12
36,anchored,18,41.84375,41.8125,41.8125,0.0,12
36,plain,14,41.65625,41.625,41.625,0.0,12
36,plain,15,41.65625,41.625,41.625,0.0,12
36,plain,16,41.65625,41.625,41.625,0.0,12
36,plain,17,41.65625,41.625,41.625,0.0,12
36,plain,18,41.65625,41.625,41.625,0.0,12
37,anchored,14,42.9375,42.90625,42.90625,0.0,12
37,anchored,15,42.9375,42.90625,42.90625,0.0,12
37,anchored,16,42.9375,42.90625,42.90625,0.0,12
37,anchored,17,42.9375,42.90625,42.90625,0.0,12
37,anchored,18,42.9375,42.90625,42.90625,0.0,12
37,plain,14,41.875,41.875,41.875,0.0,12
37,plain,15,41.875,41.875,41.875,0.0,12
37,plain,16,41.875,41.875,41.875,0.0,12
37,plain,17,41.875,41.875,41.875,0.0,12
37,plain,18,41.875,41.875,41.875,0.0,12
38,anchored,14,40.59375,40.59375,40.59375,0.0,12
38,anchored,15,40.59375,40.59375,40.59375,0.0,12
38,anchored,16,40.59375,40.59375,40.59375,0.0,12
38,anchored,17,40.59375,40.59375,40.59375,0.0,12
38,anchored,18,40.59375,40.59375,40.59375,0.0,12
38,plain,14,42.25,42.3125,42.3125,-0.0,12
38,plain,15,42.25,42.3125,42.3125,-0.0,12
38,plain,16,42.25,42.3125,42.3125,-0.0,12
38,plain,17,42.25,42.3125,42.3125,-0.0,12
38,plain,18,42.25,42.3125,42.3125,-0.0,12
39,anchored,14,43.3125,43.5,43.5,-0.0,12
39,anchored,15,43.3125,43.5,43.5,-0.0,12
39,anchored,16,43.3125,43.5,43.5,-0.0,12
39,anchored,17,43.3125,43.5,43.5,-0.0,12
39,anchored,18,43.3125,43.5,43.5,-0.0,12
39,plain,14,42.625,42.625,42.625,0.0,12
39,plain,15,42.625,42.625,42.625,0.0,12
39,plain,16,42.625,42.625,42.625,0.0,12
39,plain,17,42.625,42.625,42.625,0.0,12
39,plain,18,42.625,42.625,42.625,0.0,12
