sample_id,mode,layer,clean_dla,corrupt_dla,delta_dla
1,plain,23,3.6584553718566895,3.7040624618530273,-0.04560708999633789
1,plain,24,3.464256763458252,3.5088467597961426,-0.044589996337890625
1,plain,25,4.608224391937256,4.638791084289551,-0.030566692352294922
1,plain,26,5.4793877601623535,5.527654647827148,-0.04826688766479492
1,plain,27,4.945448875427246,5.025429725646973,-0.07998085021972656
1,plain,28,5.025407791137695,5.075871467590332,-0.05046367645263672
1,plain,29,7.04525089263916,7.09454345703125,-0.049292564392089844
1,plain,30,9.379425048828125,9.40369701385498,-0.02427196502685547
1,plain,31,13.549718856811523,13.46924877166748,0.08047008514404297
1,plain,32,44.27727127075195,44.213043212890625,0.06422805786132812
2,anchored,0,3.212005615234375,3.212005615234375,0.0
2,anchored,1,-0.43662869930267334,-0.436287522315979,-0.00034117698669433594
2,anchored,2,0.2395491600036621,0.24202442169189453,-0.002475261688232422
2,anchored,3,0.5747357606887817,0.5764405727386475,-0.0017048120498657227
2,anchored,4,1.241149663925171,1.2411043643951416,4.5299530029296875e-05
2,anchored,5,0.9517072439193726,0.9536057710647583,-0.0018985271453857422
2,anchored,6,-0.9418156743049622,-0.9534717202186584,0.011656045913696289
2,anchored,7,1.8410793542861938,1.8366289138793945,0.004450440406799316
2,anchored,8,2.7890372276306152,2.7963573932647705,-0.0073201656341552734
2,anchored,9,2.7590014934539795,2.761524200439453,-0.002522706985473633
2,anchored,10,4.700507640838623,4.689364433288574,0.011143207550048828
2,anchored,11,3.4724438190460205,3.4712419509887695,0.0012018680572509766
2,anchored,12,2.6767795085906982,2.7014236450195312,-0.024644136428833008
2,anchored,13,5.280768394470215,5.293290615081787,-0.012522220611572266
2,anchored,14,7.682003021240234,7.676267147064209,0.005735874176025391
2,anchored,15,5.264460563659668,5.22558069229126,0.0388798713684082
2,anchored,16,6.794245719909668,6.733870506286621,0.060375213623046875
2,anchored,17,4.280154228210449,4.241953372955322,0.03820085525512695
2,anchored,18,4.117305278778076,4.088291168212891,0.029014110565185547
2,anchored,19,5.513410568237305,5.500414848327637,0.012995719909667969
2,anchored,20,5.326837539672852,5.33330774307251,-0.006470203399658203
2,anchored,21,2.6979708671569824,2.6905322074890137,0.00743865966796875
2,anchored,22,2.7837095260620117,2.774463176727295,0.009246349334716797
2,anchored,23,3.385128974914551,3.388383388519287,-0.003254413604736328
2,anchored,24,2.746187210083008,2.749776840209961,-0.003589630126953125
2,anchored,25,4.145328998565674,4.114603519439697,0.030725479125976562
2,anchored,26,4.1614089012146,4.132289409637451,0.029119491577148438
2,anchored,27,3.8194046020507812,3.79561710357666,0.023787498474121094
2,anchored,28,7.067326545715332,7.02662467956543,0.040701866149902344
2,anchored,29,8.28036880493164,8.250238418579102,0.030130386352539062
2,anchored,30,11.000665664672852,10.986785888671875,0.013879776000976562
2,anchored,31,13.557134628295898,13.490364074707031,0.06677055358886719
2,anchored,32,46.44799041748047,46.37218475341797,0.0758056640625
2,plain,0,3.212005615234375,3.212005615234375,0.0
2,plain,1,-1.5907833576202393,-1.5849541425704956,-0.005829215049743652
2,plain,2,-1.3436641693115234,-1.3369977474212646,-0.006666421890258789
2,plain,3,-1.296631097793579,-1.300817847251892,0.004186749458312988
2,plain,4,-1.3891021013259888,-1.393781065940857,0.004678964614868164
2,plain,5,1.6048256158828735,1.5932437181472778,0.011581897735595703
2,plain,6,1.516687035560608,1.517934799194336,-0.0012477636337280273
2,plain,7,3.4461817741394043,3.4805455207824707,-0.034363746643066406
2,plain,8,3.224860191345215,3.2593445777893066,-0.0344843864440918
2,plain,9,2.707390785217285,2.7304739952087402,-0.023083209991455078
2,plain,10,6.440598487854004,6.467228412628174,-0.026629924774169922
2,plain,11,6.2833991050720215,6.317445755004883,-0.03404664993286133
2,plain,12,2.0508389472961426,2.0915768146514893,-0.04073786735534668
2,plain,13,3.7898483276367188,3.819892644882202,-0.0300443172454834
2,plain,14,5.843685150146484,5.8571624755859375,-0.013477325439453125
2,plain,15,4.6203413009643555,4.634485721588135,-0.014144420623779297
2,plain,16,7.5044050216674805,7.505401134490967,-0.0009961128234863281
2,plain,17,4.368330001831055,4.381862640380859,-0.013532638549804688
2,plain,18,5.251654148101807,5.273024559020996,-0.021370410919189453
2,plain,19,4.811424732208252,4.813704967498779,-0.0022802352905273438
2,plain,20,4.678749084472656,4.707183837890625,-0.02843475341796875
2,plain,21,4.143450736999512,4.166051387786865,-0.022600650787353516
2,plain,22,3.405879259109497,3.4180216789245605,-0.012142419815063477
2,plain,23,4.514257907867432,4.52800178527832,-0.013743877410888672
2,plain,24,3.6487669944763184,3.644770383834839,0.003996610641479492
2,plain,25,4.79393196105957,4.772787570953369,0.021144390106201172
2,plain,26,4.705594062805176,4.671478748321533,0.03411531448364258
2,plain,27,3.8481101989746094,3.8164937496185303,0.0316164493560791
2,plain,28,5.708696365356445,5.675919532775879,0.032776832580566406
2,plain,29,7.214507102966309,7.18413782119751,0.030369281768798828
2,plain,30,10.232583999633789,10.223919868469238,0.008664131164550781
2,plain,31,13.610466957092285,13.575044631958008,0.035422325134277344
2,plain,32,45.3734016418457,45.32013702392578,0.053264617919921875
3,anchored,0,3.212005615234375,3.212005615234375,0.0
3,anchored,1,-0.17061471939086914,-0.16760540008544922,-0.003009319305419922
3,anchored,2,0.5595171451568604,0.5662016868591309,-0.006684541702270508
3,anchored,3,0.5674784183502197,0.5763789415359497,-0.00890052318572998
3,anchored,4,1.2546041011810303,1.24509859085083,0.009505510330200195
3,anchored,5,1.3214797973632812,1.305809736251831,0.015670061111450195
3,anchored,6,-0.5012899041175842,-0.5112255215644836,0.009935617446899414
3,anchored,7,1.9074980020523071,1.891002893447876,0.016495108604431152
3,anchored,8,2.4348065853118896,2.431635856628418,0.0031707286834716797
3,anchored,9,2.0428428649902344,2.0384480953216553,0.0043947696685791016
3,anchored,10,3.600648880004883,3.5898642539978027,0.010784626007080078
3,anchored,11,4.141575336456299,4.125508785247803,0.016066551208496094
3,anchored,12,3.449810266494751,3.457726240158081,-0.007915973663330078
3,anchored,13,5.80255126953125,5.774721145629883,0.027830123901367188
3,anchored,14,7.586912631988525,7.555763244628906,0.03114938735961914
3,anchored,15,5.979781627655029,5.952383041381836,0.02739858627319336
3,anchored,16,7.609869003295898,7.584568023681641,0.025300979614257812
3,anchored,17,3.9846200942993164,3.978896141052246,0.0057239532470703125
3,anchored,18,3.710320472717285,3.7159433364868164,-0.00562286376953125
3,anchored,19,4.746105670928955,4.749822616577148,-0.0037169456481933594
3,anchored,20,4.502017021179199,4.49278450012207,0.009232521057128906
3,anchored,21,3.2346761226654053,3.2385945320129395,-0.00391840934753418
3,anchored,22,2.883007526397705,2.880444049835205,0.0025634765625
3,anchored,23,3.1829581260681152,3.183429718017578,-0.0004715919494628906
3,anchored,24,2.4736642837524414,2.467038869857788,0.00662541389465332
3,anchored,25,4.532191276550293,4.521990776062012,0.01020050048828125
3,anchored,26,4.367290019989014,4.334263801574707,0.03302621841430664
3,anchored,27,4.422696113586426,4.391252517700195,0.03144359588623047
3,anchored,28,7.24222469329834,7.223963737487793,0.018260955810546875
3,anchored,29,7.841989040374756,7.840889930725098,0.0010991096496582031
3,anchored,30,10.811798095703125,10.830056190490723,-0.018258094787597656
3,anchored,31,13.85976791381836,13.84841537475586,0.0113525390625
3,anchored,32,46.24033737182617,46.22441101074219,0.015926361083984375
3,plain,0,3.212005615234375,3.212005615234375,0.0
3,plain,1,-1.0320243835449219,-1.0256707668304443,-0.006353616714477539
3,plain,2,-0.7985919713973999,-0.7947643995285034,-0.0038275718688964844
3,plain,3,-1.2296415567398071,-1.2292031049728394,-0.00043845176696777344
3,plain,4,-1.244502067565918,-1.2504138946533203,0.005911827087402344
3,plain,5,2.171827554702759,2.1671900749206543,0.004637479782104492
3,plain,6,1.512703537940979,1.5135353803634644,-0.0008318424224853516
3,plain,7,3.1986682415008545,3.205495834350586,-0.006827592849731445
3,plain,8,2.5214266777038574,2.543781280517578,-0.022354602813720703
3,plain,9,1.6643109321594238,1.7103047370910645,-0.045993804931640625
3,plain,10,4.785378456115723,4.7930707931518555,-0.0076923370361328125
3,plain,11,5.927859306335449,5.956711769104004,-0.028852462768554688
3,plain,12,2.256399154663086,2.2876698970794678,-0.031270742416381836
3,plain,13,3.7762513160705566,3.7661900520324707,0.010061264038085938
3,plain,14,5.282021522521973,5.255834102630615,0.026187419891357422
3,plain,15,4.243585586547852,4.234314918518066,0.009270668029785156
3,plain,16,6.486123085021973,6.4709672927856445,0.015155792236328125
3,plain,17,2.95672607421875,2.9392666816711426,0.017459392547607422
3,plain,18,3.9445478916168213,3.918724775314331,0.025823116302490234
3,plain,19,3.6954667568206787,3.700871467590332,-0.00540471076965332
3,plain,20,3.423821449279785,3.4444878101348877,-0.02066636085510254
3,plain,21,3.3337526321411133,3.3081369400024414,0.025615692138671875
3,plain,22,2.011868715286255,1.9932739734649658,0.018594741821289062
3,plain,23,2.978688955307007,2.970679759979248,0.008009195327758789
3,plain,24,2.9114575386047363,2.906424045562744,0.0050334930419921875
3,plain,25,4.451826095581055,4.453375816345215,-0.0015497207641601562
3,plain,26,4.548877239227295,4.559566020965576,-0.01068878173828125
3,plain,27,3.3983399868011475,3.3909952640533447,0.007344722747802734
3,plain,28,5.1397624015808105,5.135990142822266,0.003772258758544922
3,plain,29,6.3759846687316895,6.385003566741943,-0.009018898010253906
3,plain,30,9.388795852661133,9.38648509979248,0.0023107528686523438
3,plain,31,13.080516815185547,13.075546264648438,0.004970550537109375
3,plain,32,45.1045036315918,45.10329818725586,0.0012054443359375
4,anchored,0,3.212005615234375,3.212005615234375,0.0
4,anchored,1,-0.4220939874649048,-0.4161149263381958,-0.005979061126708984
4,anchored,2,0.25757908821105957,0.2585175037384033,-0.00093841552734375
4,anchored,3,0.3660377264022827,0.35993778705596924,0.0060999393463134766
4,anchored,4,0.9582892060279846,0.9543452262878418,0.003943979740142822
4,anchored,5,0.8370494246482849,0.8399659395217896,-0.0029165148735046387
4,anchored,6,-0.37738490104675293,-0.3757840394973755,-0.0016008615493774414
4,anchored,7,1.5571807622909546,1.546877384185791,0.010303378105163574
4,anchored,8,1.4804987907409668,1.4742838144302368,0.0062149763107299805
4,anchored,9,1.388854742050171,1.3895480632781982,-0.0006933212280273438
4,anchored,10,2.670013189315796,2.6673429012298584,0.0026702880859375
4,anchored,11,3.358736515045166,3.343752384185791,0.014984130859375
4,anchored,12,3.832573413848877,3.856952667236328,-0.024379253387451172
4,anchored,13,5.888095855712891,5.887533664703369,0.0005621910095214844
4,anchored,14,8.139388084411621,8.119736671447754,0.019651412963867188
4,anchored,15,6.017649173736572,5.991171836853027,0.026477336883544922
4,anchored,16,8.594513893127441,8.539395332336426,0.055118560791015625
4,anchored,17,4.3696608543396,4.28786563873291,0.08179521560668945
4,anchored,18,3.708700656890869,3.710404634475708,-0.0017039775848388672
4,anchored,19,5.42800235748291,5.409267425537109,0.01873493194580078
4,anchored,20,5.040197372436523,5.04274320602417,-0.0025458335876464844
4,anchored,21,2.926868200302124,2.9073705673217773,0.01949763298034668
4,anchored,22,3.2165045738220215,3.1744918823242188,0.042012691497802734
4,anchored,23,3.4254627227783203,3.397162437438965,0.02830028533935547
4,anchored,24,3.1696908473968506,3.1425962448120117,0.027094602584838867
4,anchored,25,4.682436943054199,4.648051738739014,0.03438520431518555
4,anchored,26,4.599788665771484,4.535525321960449,0.06426334381103516
4,anchored,27,4.252559185028076,4.19839334487915,0.05416584014892578
4,anchored,28,6.573746204376221,6.494850158691406,0.07889604568481445
4,anchored,29,7.396152019500732,7.333946228027344,0.06220579147338867
4,anchored,30,10.094890594482422,10.044719696044922,0.0501708984375
4,anchored,31,13.545304298400879,13.50112247467041,0.04418182373046875
4,anchored,32,45.95726776123047,45.91807556152344,0.03919219970703125
4,plain,0,3.212005615234375,3.212005615234375,0.0
4,plain,1,-1.2942687273025513,-1.2875213623046875,-0.0067473649978637695
4,plain,2,-1.468725323677063,-1.4678056240081787,-0.0009196996688842773
4,plain,3,-1.2298414707183838,-1.2381236553192139,0.008282184600830078
4,plain,4,-0.5300750136375427,-0.5355969071388245,0.005521893501281738
4,plain,5,2.1893584728240967,2.1816775798797607,0.0076808929443359375
4,plain,6,1.9674135446548462,1.973664402961731,-0.006250858306884766
4,plain,7,2.7255959510803223,2.733767032623291,-0.00817108154296875
4,plain,8,2.077315092086792,2.0716969966888428,0.005618095397949219
4,plain,9,-0.5530366897583008,-0.5694081783294678,0.016371488571166992
4,plain,10,0.47381579875946045,0.43380284309387207,0.04001295566558838
4,plain,11,1.8271150588989258,1.805548906326294,0.021566152572631836
4,plain,12,-1.1735286712646484,-1.1507108211517334,-0.02281785011291504
4,plain,13,-0.06552577018737793,-0.004198789596557617,-0.06132698059082031
4,plain,14,-1.0626788139343262,-1.043755054473877,-0.01892375946044922
4,plain,15,-0.9243278503417969,-0.8426527976989746,-0.08167505264282227
4,plain,16,0.31258559226989746,0.3290119171142578,-0.01642632484436035
4,plain,17,-0.4079439640045166,-0.42386770248413086,0.015923738479614258
4,plain,18,2.9364213943481445,2.994152307510376,-0.057730913162231445
4,plain,19,4.61942195892334,4.5951457023620605,0.024276256561279297
4,plain,20,4.266798973083496,4.258681774139404,0.008117198944091797
4,plain,21,4.347369194030762,4.339483737945557,0.007885456085205078
4,plain,22,4.291392803192139,4.26323127746582,0.02816152572631836
4,plain,23,5.438004493713379,5.407090187072754,0.030914306640625
4,plain,24,3.4027397632598877,3.407339096069336,-0.004599332809448242
4,plain,25,4.869747638702393,4.892220497131348,-0.022472858428955078
4,plain,26,5.506885051727295,5.506935119628906,-5.0067901611328125e-05
4,plain,27,4.623651027679443,4.606741905212402,0.016909122467041016
4,plain,28,5.453366279602051,5.44736385345459,0.0060024261474609375
4,plain,29,7.018144130706787,6.99268913269043,0.025454998016357422
4,plain,30,9.081015586853027,9.03933334350586,0.04168224334716797
4,plain,31,14.58765697479248,14.534706115722656,0.05295085906982422
4,plain,32,45.24713134765625,45.23554229736328,0.01158905029296875
5,anchored,0,3.212005615234375,3.212005615234375,0.0
5,anchored,1,-0.48620545864105225,-0.49511396884918213,0.008908510208129883
5,anchored,2,0.4659097194671631,0.4603457450866699,0.005563974380493164
5,anchored,3,0.8235063552856445,0.8272368907928467,-0.0037305355072021484
5,anchored,4,1.0794618129730225,1.075192928314209,0.0042688846588134766
5,anchored,5,1.2165096998214722,1.2052091360092163,0.01130056381225586
5,anchored,6,0.14227509498596191,0.12558192014694214,0.016693174839019775
5,anchored,7,3.436645030975342,3.416329860687256,0.020315170288085938
5,anchored,8,4.6408185958862305,4.633950233459473,0.0068683624267578125
5,anchored,9,3.870589256286621,3.8663573265075684,0.004231929779052734
5,anchored,10,5.262414932250977,5.243448734283447,0.018966197967529297
5,anchored,11,5.243335247039795,5.216702938079834,0.026632308959960938
5,anchored,12,4.553438186645508,4.561117172241211,-0.007678985595703125
5,anchored,13,6.219710350036621,6.200057029724121,0.0196533203125
5,anchored,14,8.320096969604492,8.298511505126953,0.021585464477539062
5,anchored,15,6.1762542724609375,6.12932825088501,0.046926021575927734
5,anchored,16,7.818859577178955,7.789998531341553,0.028861045837402344
5,anchored,17,6.600116729736328,6.568568229675293,0.031548500061035156
5,anchored,18,7.014262676239014,6.974452018737793,0.0398106575012207
5,anchored,19,7.693768501281738,7.655982971191406,0.03778553009033203
5,anchored,20,7.699375629425049,7.664398193359375,0.03497743606567383
5,anchored,21,6.185848236083984,6.1439361572265625,0.041912078857421875
5,anchored,22,5.43373966217041,5.39090633392334,0.04283332824707031
5,anchored,23,5.985133647918701,5.9581732749938965,0.026960372924804688
5,anchored,24,3.3360390663146973,3.3129608631134033,0.023078203201293945
5,anchored,25,4.475770473480225,4.448475360870361,0.02729511260986328
5,anchored,26,4.276772499084473,4.23374605178833,0.04302644729614258
5,anchored,27,4.455157279968262,4.432689189910889,0.022468090057373047
5,anchored,28,7.506613731384277,7.497230052947998,0.009383678436279297
5,anchored,29,8.43358325958252,8.447646141052246,-0.014062881469726562
5,anchored,30,12.091361999511719,12.096640586853027,-0.005278587341308594
5,anchored,31,13.208490371704102,13.194384574890137,0.014105796813964844
5,anchored,32,45.83610153198242,45.82658386230469,0.009517669677734375
5,plain,0,3.212005615234375,3.212005615234375,0.0
5,plain,1,-0.9085736274719238,-0.9152603149414062,0.006686687469482422
5,plain,2,-0.9843255877494812,-0.9892863035202026,0.0049607157707214355
5,plain,3,-0.7099430561065674,-0.7050344944000244,-0.004908561706542969
5,plain,4,-0.2631642818450928,-0.26035594940185547,-0.0028083324432373047
5,plain,5,2.38988995552063,2.3857715129852295,0.004118442535400391
5,plain,6,2.2804746627807617,2.277080535888672,0.0033941268920898438
5,plain,7,3.634538173675537,3.6119384765625,0.02259969711303711
5,plain,8,5.319317817687988,5.311732292175293,0.0075855255126953125
5,plain,9,3.903106927871704,3.9079806804656982,-0.004873752593994141
5,plain,10,6.397955894470215,6.4136552810668945,-0.015699386596679688
5,plain,11,6.409023284912109,6.410906791687012,-0.0018835067749023438
5,plain,12,2.4915146827697754,2.4738731384277344,0.017641544342041016
5,plain,13,4.37119197845459,4.326971530914307,0.0442204475402832
5,plain,14,6.281510353088379,6.2030029296875,0.0785074234008789
5,plain,15,5.014561176300049,4.950512886047363,0.06404829025268555
5,plain,16,6.716675281524658,6.722590446472168,-0.005915164947509766
5,plain,17,5.1203227043151855,5.15062141418457,-0.030298709869384766
5,plain,18,5.911602973937988,5.910168170928955,0.0014348030090332031
5,plain,19,5.4787516593933105,5.484201431274414,-0.005449771881103516
5,plain,20,5.412261009216309,5.435887813568115,-0.02362680435180664
5,plain,21,5.769397258758545,5.789588451385498,-0.020191192626953125
5,plain,22,5.138263702392578,5.16978120803833,-0.03151750564575195
5,plain,23,5.969071388244629,5.990739822387695,-0.021668434143066406
5,plain,24,4.462414741516113,4.433017730712891,0.029397010803222656
5,plain,25,5.131673812866211,5.072687149047852,0.058986663818359375
5,plain,26,5.502713680267334,5.433825492858887,0.06888818740844727
5,plain,27,4.20839262008667,4.151975154876709,0.05641746520996094
5,plain,28,5.799761772155762,5.760607719421387,0.039154052734375
5,plain,29,8.08901596069336,8.08668327331543,0.0023326873779296875
5,plain,30,11.421516418457031,11.421768188476562,-0.00025177001953125
5,plain,31,13.803356170654297,13.81601619720459,-0.012660026550292969
5,plain,32,44.23514175415039,44.300262451171875,-0.06512069702148438
6,anchored,0,3.212005615234375,3.212005615234375,0.0
6,anchored,1,-0.13602733612060547,-0.12960851192474365,-0.006418824195861816
6,anchored,2,0.7041010856628418,0.7106831073760986,-0.006582021713256836
6,anchored,3,0.707007884979248,0.7138779163360596,-0.0068700313568115234
6,anchored,4,1.2869455814361572,1.2844021320343018,0.0025434494018554688
6,anchored,5,0.8883453607559204,0.8899351358413696,-0.0015897750854492188
6,anchored,6,-0.7371169924736023,-0.7421051263809204,0.004988133907318115
6,anchored,7,2.1144495010375977,2.1030702590942383,0.011379241943359375
6,anchored,8,2.6532421112060547,2.654881000518799,-0.0016388893127441406
6,anchored,9,2.86318039894104,2.840257167816162,0.02292323112487793
6,anchored,10,3.854701042175293,3.8546600341796875,4.100799560546875e-05
6,anchored,11,3.910830020904541,3.9102816581726074,0.0005483627319335938
6,anchored,12,3.744199275970459,3.7159202098846436,0.02827906608581543
6,anchored,13,7.123325824737549,7.099552154541016,0.023773670196533203
6,anchored,14,8.342439651489258,8.301411628723145,0.04102802276611328
